Unnamed: 0,RecipeDB Ingredient,Sueatable Ingredient,Similarity
8461,baking chocolate yes,CHOCOLATE CREAM COOKY,0.8995529
8468,yogurt greek,YOGURT FLAVOUR,0.92177826
8471,lamb loin,LAMB WITH BONE,0.86426604
8476,raspberry jam fruit,CRANBERRY JUICE,0.9208007
8478,triple fruit apricot jam,CRANBERRY JUICE,0.8235723
8480,kalamata olive oil,OLIVE OIL,0.93453014
8481,triple fruit wildberry jam,CRANBERRY JUICE,0.8340434
8483,coriander seed well,CAULIFLOWER,0.81179696
8484,yogurt onken,YOGURT FLAVOUR,0.9674432
8486,back fin crabmeat,HAKE FISH STICK,0.82677764
8488,tomato herb pasta sauce,TOMATO CHOP,0.8195554
8489,apricot yogurt,YOGURT FLAVOUR,0.9438874
8491,duncan cream cheese frosting,CHOCOLATE CREAM COOKY,0.8100704
8498,pimm,CARROB,0.8168125
8503,wheat waffle,WHOLE WHEAT FLOUR,0.8875864
8504,oat milk,RICE MILK,0.8128237
8509,zwieback cooky,COOKY,0.85954213
8513,cheese cottage,CHEESE SEMIHARD,0.87138176
8517,bulghur wheat,DURUM WHEAT,0.92730474
8519,extra wheat pita bread,WHOLE WHEAT FLOUR,0.87309146
8521,potato here veggie,POTATO,0.84583855
8523,bean mix kidney,BEAN FLOUR,0.8452776
8525,fage greek yogurt,YOGURT FLAVOUR,0.87324464
8526,chocolate cake mix batter,CHOCOLATE CREAM COOKY,0.88568705
8529,potato dumpling,POTATO,0.84037036
8533,chocolate hazelnut neutella,HAZELNUT CHOCOLATE,0.9554509
8534,kefalotyri gruyere reggiano,PARMIGIANO REGGIANO,0.87988496
8543,arrowroot cooky,COOKY,0.88214356
8544,pineapple ice cream,CRANBERRY JUICE,0.8326264
8547,almond extract essence,ALMOND PASTE,0.91122353
8555,thassos olive,OLIVE,0.9190507
8559,tsoureki bread,BREAD WHOLE,0.8619362
8560,fruit raisin apricot cranberry,CRANBERRY JUICE,0.882686
8562,misto red pepper,RED CHILLI,0.85970527
8563,pork tenderloin total,PORK HAM,0.869932
8564,greek yogurt walnut,YOGURT WHITE,0.83871764
8566,lemon thyme juice,CRANBERRY JUICE,0.8196531
8569,vanilla coffee syrup torani,COFFEE POWDER,0.8100772
8575,sugar chocolate cake mix,CHOCOLATE CREAM COOKY,0.9008695
8576,turkey gravy chicken amount,CHICKEN WITH BONE,0.8244662
8578,fruity mincemeat,SWEET POTATO,0.8131257
8581,mizithra cheese ricotta,CHEESE SEMIHARD,0.8896993
8582,sugar vanilla ice cream,ICE CREAM,0.8366544
8583,sugar peppermint mini candy,CRANBERRY JUICE,0.81845963
8585,nut butter,HAZELNUT PASTE,0.85841775
8588,sugar fruit preserve,CANE SUGAR,0.8540768
8589,oxtail flour,BUCKWHEAT FLOUR,0.87325674
8590,pork loin lamb,PORK HAM,0.8900612
8592,pork dripping lard,PORK HAM,0.84932095
8593,havarti cheese herb,CHEESE SEMIHARD,0.81476164
8596,nann bread,BREAD WHOLE,0.88071215
8597,raspberry spice essence,CRANBERRY JUICE,0.8907732
8602,fish fillet sole,FISH STICK,0.9014112
8603,glace pear,PEAR,0.90274614
8605,glace apple,APPLE,0.87781227
8609,pork leg roast,PORK SAUSAGE,0.90632653
8611,sugar bean salt,BEET SUGAR,0.8632885
8613,rosemary mayonnaise below,MAYONNAISE,0.82706785
8615,chocolate extract,CHOCOLATE,0.92009825
8621,blueberry jam complementary,BLUEBERRY JUICE,0.907852
8622,buglur wheat,DURUM WHEAT,0.9467123
8626,kalamata olive brine,OLIVE OIL,0.8452234
8627,jiffy yellow cake mix,COCOA CAKE,0.8121953
8629,vegetable below,VEGETABLE,0.91708255
8630,preferably,QUORN,0.8219666
8634,fruit sultana peel,PEAR JUICE,0.8304769
8635,chocolate peanut butter,HAZELNUT CHOCOLATE,0.8840868
8636,citrus fruit oil,PEAR JUICE,0.83649147
8641,texture white bread,CRISPBREAD,0.8143811
8642,hot pork gravy,PORK SAUSAGE,0.8571466
8646,peach choice,PEACH,0.9598989
8648,chump pork steak chop,PORK WITH BONE,0.8281054
8649,regato cheese,CHEESE,0.9139643
8652,meat egg tortellini,CHICKEN WITH BONE,0.8147826
8653,chocolate candy sprinkle,HAZELNUT CHOCOLATE,0.8897266
8657,biscotti bread,BREAD WHOLE,0.8228152
8658,crisco vegetable lard,TOMATO CHOP,0.8269761
8665,gooseberry jam apricot,CRANBERRY JUICE,0.8480699
8669,boursin cream cheese,HAZELNUT CREAM,0.8120524
8670,fanta orange soda,ORANGE JUICE,0.84087676
8671,pork loin rib chop,PORK SAUSAGE,0.8655956
8672,nuttitional yeast,YEAST COMPRESS,0.86564064
8673,baby leaf lettuce,LETTUCE,0.87410796
8676,betty crocker super moist chocolate cake mix,CHOCOLATE CREAM COOKY,0.85579085
8678,baker chocolate square,HAZELNUT CHOCOLATE,0.86128616
8679,bread choice,BREAD MULTICEREAL,0.8438824
8682,oat cracker,WHOLEGRAIN CRACKER,0.8873769
8688,green gingerroot,GREEN BEAN,0.87754494
8689,bacos bacon bit,BACON,0.92786837
8695,super gelling sugar,BEET SUGAR,0.83265525
8697,millet quinoa,QUINOA,0.8455261
8701,olivada,QUINOA,0.8576055
8704,calorie butter,BUTTER,0.91032124
8706,liquid above,WATER,0.8133228
8707,mix green salad leaf,GREEN BEAN,0.81111217
8708,orange wide strip juice,ORANGE JUICE,0.860619
8709,cava white wine,WINE WHITE,0.90486014
8711,feta cheese oil,CHEESE SEMIHARD,0.85663795
8712,bread t clean,BREAD PLAIN,0.8151651
8713,pea yellow,PEA,0.87023133
8715,dough bread,BREAD WHOLE,0.90885365
8716,sugar spice nut,BEET SUGAR,0.8612896
8720,grain pita bread,BREAD WHOLE,0.833875
8724,red cabbage head,RED CHILLI,0.817531
8731,lard pork,PORK NECK,0.9086925
8736,vanilla caster sugar,HAZELNUT CREAM,0.81340075
8739,wheat bread crumb white breadcrumb,WHOLE WHEAT FLOUR,0.83712196
8740,pretzel peanut,PEANUT BUTTER,0.893423
8742,pomegranate red wine vinegar,WINE RED,0.82994926
8743,sugar grape jelly,CRANBERRY JUICE,0.8597752
8746,baker chocolate baking square,CHOCOLATE CREAM COOKY,0.83402026
8749,almond sesame seed,SESAME SEED,0.9364618
8750,orange lemon candy,ORANGE JUICE,0.83686054
8756,green pineapple,GREEN BEAN,0.8548559
8758,strawberry pie filling,STRAWBERRY JUICE,0.8549651
8762,stewing pork,PORK SAUSAGE,0.9050782
8763,isle double cream,HAZELNUT CREAM,0.8248571
8764,lemon pie,LEMON,0.8193093
8771,feta cheese pepper,CHEESE SEMIHARD,0.83325624
8773,fish fillet grouper,HAKE FISH STICK,0.87833047
8775,potato wedge,POTATO,0.8765435
8780,shrimp segment,SHRIMP,0.963344
8781,tzatziki greek yogurt,YOGURT FLAVOUR,0.8508081
8784,mousse boughtt,CAMEMBERT,0.8347141
8785,bite turkey,TURKEY WITH BONE,0.8539996
8786,le seuer pea,PEA,0.8444431
8794,kaiser onion,ONION,0.8885068
8795,julienne green bean,GREEN BEAN,0.9208432
8800,peach gelatin,PEACH,0.9183436
8804,wheat bran germ,DURUM WHEAT,0.89317894
8806,invert sugar,BEET SUGAR,0.82160485
8809,catfish choice,CATFISH,0.9243635
8810,pork gravy below,PORK WITH BONE,0.8687798
8829,beef gravy shank,BEEF WITH BONE,0.8843081
8830,margarine sauce,MARGARINE,0.83928585
8837,cream vanilla,HAZELNUT CREAM,0.87292683
8839,apple peach,APPLE JUICE,0.8765205
8840,jarlsberg cheese cube,CHEESE SEMIHARD,0.85636973
8844,cloudberry raspberry,RASPBERRY,0.8837732
8845,almond per walnut,ALMOND PASTE,0.8482558
8848,egg plus,EGG,0.9181566
8850,fish fillet pike,COD FISH STICK,0.81160635
8852,cava brut sparkling wine,WINE WHITE,0.8488216
8855,lemon dill seasoning plus zest,CRANBERRY JUICE,0.82870847
8857,butter almond,COCOA CAKE,0.8414334
8858,orange mandarin,MANDARIN,0.8254575
8860,fish trimming head,FISH STICK,0.87132263
8861,frangelico hazelnut,HAZELNUT,0.8902295
8862,spelt berry,RASPBERRY,0.83401394
8864,chip steak,BEEF WITH BONE,0.82828754
8866,romulo olive oil,OLIVE OIL,0.9427265
8868,egg bread pumpernickel,EGG PASTA,0.84873265
8869,ricard,QUORN,0.8482698
8873,vegetable heart,VEGETABLE,0.9324608
8875,extra meat beef,BEEF WITH BONE,0.8378645
8877,cheese frosting,CHEESE SEMIHARD,0.8394654
8879,lingonberry jelly,CRANBERRY JUICE,0.8697375
8882,fillet hake,HAKE,0.8917507
8885,candico candy syrup,CRANBERRY JUICE,0.8309759
8886,cocoa bean,COCOA CAKE,0.8501719
8888,breadcrumb white flour,WHOLE WHEAT FLOUR,0.83878917
8890,goya beef bouillon,BEEF WITH BONE,0.84926724
8893,vegetable stock pt,VEGETABLE,0.8456555
8894,bread raisin pecan,CORNFLAKES CEREAL,0.8325741
8897,fish chicken stock,CHICKEN WITH BONE,0.83877
8901,raspberry beer,CRANBERRY JUICE,0.84091914
8904,milliliter double cream pt,HAZELNUT CREAM,0.8279767
8905,orange blossom water peel,ORANGE JUICE,0.8397082
8908,morbier cheese,CHEESE,0.8623786
8910,goya adobo seasoning,RADISH,0.81651306
8913,chocolate couverture,CHOCOLATE CREAM COOKY,0.883935
8914,gherkin cornichon,GHERKIN,0.88547343
8916,pork escalopes,PORK HAM,0.9168316
8922,chocolate liqueur brandy,HAZELNUT CHOCOLATE,0.8424985
8923,almond volume,ALMOND,0.9366356
8925,melba cracker,FLAVOR CRACKER,0.90177965
8927,smokehouse almond,ALMOND PASTE,0.861863
8929,peperkoek bread,BREAD MULTICEREAL,0.8220519
8932,bread apple syrup,APPLE JUICE,0.8708836
8940,banana jelly,BANANA,0.8840925
8941,guindilla pepper,PEPPER,0.8723998
8945,zwieback breadcrumb,BREAD MULTICEREAL,0.8376668
8946,sausage pork,PORK SAUSAGE,0.990335
8947,chocolate english toffee bar,CHOCOLATE CREAM COOKY,0.84844625
8956,wide egg noodle direction,EGG PASTA,0.8290702
8960,raspberry jam jelly,CRANBERRY JUICE,0.8689346
8964,manouri cheese mizithra,CHEESE SEMIHARD,0.84199995
8965,cheddar colby cheese,CHEESE SEMIHARD,0.8882602
8966,goya bean,BEAN,0.88116586
8971,green serrano pepper,GREEN BEAN,0.82484174
8973,coffee extract water,COFFEE FILTER,0.90480864
8974,roncal cheese,CHEESE,0.9121995
8975,vanilla cooky,VANILLA,0.88171846
8977,chicken oxo,CHICKEN WITH BONE,0.88006294
8980,orange mango juice,MANGO JUICE,0.8963276
8981,almond meal chip,ALMOND MILK,0.82288074
8984,combination,HAKE,0.8198437
8987,orzo rotini,STRACCHINO,0.8688017
8996,pita bread amount,BREAD MULTICEREAL,0.88368666
8998,lemon make certain,LEMON,0.8153862
8999,greek feta cheese dressing,CHEESE SEMIHARD,0.84367436
9002,flat loaf ciabatta,BREAD PLAIN,0.85085344
9004,extra orange juice,ORANGE JUICE,0.9230264
9008,rye berry,RYE,0.8358591
9010,calanda peach half,PEACH,0.92445534
9015,cinnamon cream,HAZELNUT CREAM,0.8867791
9016,chicken stock etc,CHICKEN WITH BONE,0.82295775
9017,olive salad oil,OLIVE OIL,0.8528397
9018,bologna sausage,PORK SAUSAGE,0.83622473
9020,shot espresso,ESPRESSO,0.95183337
9023,mahlepi,TEMPEH,0.83385074
9024,cream wheat enough,WHOLE WHEAT FLOUR,0.81135714
9027,cracker meal corn flake,CORNFLAKES CEREAL,0.87806344
9030,veal cutlet each pork,PORK SAUSAGE,0.81773883
9033,butter clam,BUTTER,0.81238306
9034,shrimp stock  chicken,CHICKEN WITH BONE,0.854818
9038,onion pepper,ONION,0.8623052
9039,almond pastry cream,HAZELNUT CREAM,0.85714746
9041,nut haselnuts,CASHEW NUT,0.89348215
9043,calanda peach,PEACH,0.95987356
9044,vegetable stock chicken broth,CHICKEN WITH BONE,0.84061944
9048,fig compote,FIG,0.89341223
9054,amarena cherry,CHERRY,0.8846972
9055,gamba shrimp,SHRIMP,0.91955817
9056,almond brown,ALMOND,0.88454854
9059,apricot preserve pineapple,PINEAPPLE,0.8571848
9060,manchego goat cheese,GOAT CHEESE,0.92615974
9062,watermelon puree,WATERMELON,0.9495349
9066,peppermint syrup ice cream topping,HAZELNUT CREAM,0.8525058
9071,chicken stock chili,CHICKEN WITH BONE,0.82835114
9073,sara lee cake,CAKE,0.8713628
9074,greek yogurt vanilla,YOGURT FLAVOUR,0.8682642
9076,tomato cream cheese,TOMATO PEEL,0.8181343
9078,rib pork loin chop,PORK SAUSAGE,0.88253033
9079,salmon caviar,SALMON,0.8161333
9081,san pellegrrino,PARMIGIANO REGGIANO,0.84871066
9085,rye crisp,RYE,0.8283631
9089,wheat pastry dough,WHOLE WHEAT FLOUR,0.9006783
9092,cava,CARROB,0.8626727
9094,noodle grain egg,EGG PASTA,0.84848875
9097,pork tenderloin fillet,PORK SAUSAGE,0.8870664
9101,white bordeaux,WINE WHITE,0.8579995
9106,rack baby back pork,PORK NECK,0.81287587
9109,concentrate orange juice,ORANGE JUICE,0.95214534
9110,souvlaki pita bread,BREAD MULTICEREAL,0.85820675
9114,saskatoon berry blueberry,BLUEBERRY,0.86881745
9115,beef jerky venison,BEEF WITH BONE,0.8420613
9119,vanilla cake mix white,CHOCOLATE CREAM COOKY,0.84400713
9127,cookie dough frosting,COCOA CAKE,0.8117027
9128,artichoke marinade,ARTICHOKE,0.91342854
9129,carp fillet,CARP,0.91208583
9130,klamata olive,OLIVE,0.8809545
9135,pot cheese farmer,CHEESE SEMIHARD,0.81683624
9136,beef roulade,BEEF WITH BONE,0.87889373
9137,strawberry jam preserve,STRAWBERRY JUICE,0.91035515
9143,peach butter,PEACH,0.9202391
9144,almond flavoring extract,ALMOND PASTE,0.87669677
9145,eidam cheese,CHEESE,0.8671113
9146,pork shoulder tenderloin,PORK SAUSAGE,0.8901642
9151,hungarian egg noodle,EGG PASTA,0.81739
9152,grape juice fruit,GRAPE,0.8376723
9154,sugar pearl cube,HAZELNUT CREAM,0.8462769
9156,egg noodle choice,EGG PASTA,0.8807448
9158,norwegian goat cheese,GOAT CHEESE,0.87270784
9160,filbert almond,ALMOND PASTE,0.8871707
9165,vegetable zuccini,ZUCCHINI,0.85128146
9169,beef gravy stock,BEEF WITH BONE,0.8705704
9171,pork chicken stock,CHICKEN WITH BONE,0.85946375
9172,lamb loin fillet,LAMB WITH BONE,0.86415464
9173,herring roe,HERRING,0.91675496
9178,lemon ouzo,LEMON,0.9073994
9187,orange peel many,ORANGE JUICE,0.8174385
9190,white sourdough bread wheat,WHOLE WHEAT FLOUR,0.8353508
9191,bloomer bread,BREAD WHOLE,0.82658124
9192,tzatziki yoghurt cucumber,CUCUMBER,0.84420615
9193,valrhona gran chocolate,CHOCOLATE,0.87958795
9195,chocolate digestive biscuit,CHOCOLATE CREAM COOKY,0.9075432
9196,whipping cream coffee,COFFEE POWDER,0.88333255
9197,caster sugar cake,COCOA CAKE,0.85485435
9203,farmer john cheese curd,CHEESE SEMIHARD,0.83136135
9205,sugar cherry gelatin,CRANBERRY JUICE,0.84363693
9209,greek yogurt cream be,YOGURT FLAVOUR,0.8812035
9210,egg yolk reserve,EGGPLANT,0.8324585
9211,extra egg s,EGG,0.8654171
9213,substitute cinnamon almond,ALMOND PASTE,0.8223938
9216,no vegetable oil cooking spray,PESTO WITHOUT GARLIC,0.8234483
9221,rye flake wheat,DURUM WHEAT,0.8713636
9222,chocolate cookie crumb vanilla,CHOCOLATE CREAM COOKY,0.91183203
9225,oregano tomato dressing,TOMATO PUREE,0.8888409
9231,bread brown,BREAD MULTICEREAL,0.8128741
9232,pineapple juice ofthe,PINEAPPLE JUICE,0.9763278
9233,breadcrumb water,BREAD MULTICEREAL,0.8320326
9237,lard margarine,MARGARINE,0.88660777
9238,vanilla buttercream frosting,CHOCOLATE CREAM COOKY,0.867859
9241,veal meatloaf mix beef,BEEF WITH BONE,0.8439805
9242,appleton goat cheese,GOAT CHEESE,0.9056445
9243,potato sausage,PORK SAUSAGE,0.8293253
9244,bread crumb biscuit,BREAD WHOLE,0.85392094
9245,lingonberry butter,CRANBERRY JUICE,0.8879633
9248,fabada bean,BEAN,0.89578307
9249,raspberry marmalade,CRANBERRY JUICE,0.92100996
9250,cream wheat semolina,WHOLE WHEAT FLOUR,0.8131379
9255,lye,HAKE,0.85934794
9258,rye graham flour,SORGHUM FLOUR,0.8429202
9259,madrilene beef broth,BEEF WITH BONE,0.81561774
9262,loaf crostini grain bread,BREAD MULTICEREAL,0.8357285
9264,ligonberry jam,CRANBERRY JUICE,0.92039096
9274,barley groat,BARLEY,0.8952246
9275,lard no,SOLE,0.8243705
9280,piquillo pepper red lengthwise,RED CHILLI,0.825072
9281,dark chocolate candy bar,DARK CHOCOLATE,0.84161115
9282,peanut oil nut,PEANUT OIL,0.97880924
9284,fruit sauce berry,CRANBERRY JUICE,0.85520124
9286,kadaifi wheat pastry,WHOLE WHEAT FLOUR,0.8802936
9288,meat pork beef pepper,PORK SAUSAGE,0.85638094
9293,watermelon radish,WATERMELON,0.92086446
9296,chicken ham,CHICKEN WITH BONE,0.8904191
9302,lemon orange juice,ORANGE JUICE,0.91019595
9303,dark chocolate cocoa,DARK CHOCOLATE,0.8749548
9304,cherry jam apricot,CRANBERRY JUICE,0.8524614
9308,herring tidbit,HERRING,0.9187151
9311,blackberry schnapps,BLACKBERRY,0.86183786
9313,lime sorbet yogurt,YOGURT FLAVOUR,0.93777823
9316,bryndza cheese manouri,CHEESE SEMIHARD,0.8654933
9317,whipping cream pudding,ICE CREAM,0.8413785
9325,red jam,RED CHILLI,0.8747331
9326,almond rusk cooky,CASHEW NUT,0.8144808
9328,extract vanilla,VANILLA,0.9082946
9331,fruit gelatin,MANGO JUICE,0.82203114
9332,fage total yogurt,YOGURT FLAVOUR,0.9194906
9334,almond extract like coconut glaze call,ALMOND PASTE,0.8258879
9336,meyer lemon zest,LEMON,0.8305115
9337,hot orange juice,ORANGE JUICE,0.8401313
9339,almond milk soy bread,ALMOND MILK,0.8367363
9340,fruit juice berry,PEAR JUICE,0.8643599
9351,mm,QUORN,0.8708184
9352,lingonberry preserve jam,CRANBERRY JUICE,0.846164
9354,campbell garlic,GARLIC,0.888497
9355,orange puree,ORANGE,0.8891506
9359,vegetable bouillon beef,BEEF WITH BONE,0.85084933
9361,garlic mayo,GARLIC,0.8271425
9363,pea amount,PEA,0.9153965
9365,vegetable which ha been,VEGETABLE,0.92719024
9367,kalmata olive,OLIVE,0.8980365
9369,chicken stock sub beef broth,CHICKEN WITH BONE,0.827514
9371,beet julienne,BEET SUGAR,0.83369213
9372,candid orange,ORANGE,0.8120231
9375,rye meal barley flour,WHOLE WHEAT FLOUR,0.8389148
9378,pork jowl,PORK NECK,0.94132197
9381,juice cucumber,CUCUMBER,0.8691391
9382,spinach leaf chicken,CHICKEN WITH BONE,0.84773535
9384,edible cake glitter,CAKE,0.82320106
9386,cornmeal thyme dumpling,SORGHUM FLOUR,0.81217194
9393,smucker no sugar,PESTO WITHOUT GARLIC,0.840455
9399,cheese pizza mix,CHEESE SEMIHARD,0.8603374
9401,sugar cure,BEET SUGAR,0.8584322
9404,beef stock gravy mix,BEEF WITH BONE,0.8599663
9411,horne custard powder,HAZELNUT PASTE,0.8243535
9413,vegetable stuffing,VEGETABLE,0.88770247
9415,seasoning broccoli seasoning,BROCCOLI,0.87628365
9416,single strength beef broth,BEEF BONE FREE,0.84006023
9423,beef cube steak meat,BEEF WITH BONE,0.8757968
9427,chocolate gingersnap,HAZELNUT CHOCOLATE,0.8765278
9429,stock beef cube,BEEF WITH BONE,0.833866
9432,elderberry juice,CRANBERRY JUICE,0.9215449
9438,breakfast cereal like raisin bran,CORNFLAKES CEREAL,0.87102365
9441,peach preserve jam,PEACH,0.8301303
9442,beef chuckeye roast,PORK SAUSAGE,0.81794226
9449,foie gras chicken,CHICKEN WITH BONE,0.856821
9450,blue edible flower,BLUEBERRY,0.81428516
9452,beef kabob skewer,BEEF WITH BONE,0.87583864
9457,breadcrumb ritz cracker,WHOLEGRAIN CRACKER,0.85764635
9462,soda cracker breadcrumb,FLAVOR CRACKER,0.8248512
9464,bean medley kidney,BEAN FLOUR,0.8418243
9470,butter icing,BUTTER,0.8349135
9471,nacho cheese soup mix,CHEESE SEMIHARD,0.83060664
9482,cornbread milk egg,CORNFLAKES CEREAL,0.8397268
9483,egg dumpling noodle,EGG PASTA,0.88473755
9490,mushroom portabello,MUSHROOM,0.8761978
9491,orzo pasta fideo,PASTA,0.85794187
9497,bread dressing rice,BREAD WHOLE,0.8215891
9498,stock tomato soup,TOMATO PUREE,0.8710216
9500,yves satay veggie beef skewer,BEEF WITH BONE,0.84663534
9502,peach jam juice,STRAWBERRY JUICE,0.87530863
9503,bottom sirloin beef cap,BEEF WITH BONE,0.8615692
9504,pasta dumpling,PASTA,0.8842299
9505,gizzard,HADDOCK,0.85072565
9508,sirloin beef tip meat,BEEF WITH BONE,0.89321923
9514,ginger sesame paste,SESAME SEED,0.81616086
9515,multigrain cereal,CORNFLAKES CEREAL,0.8152746
9516,cereal flake,CORNFLAKES CEREAL,0.8506429
9518,homestyle white bread,CRISPBREAD,0.81470954
9523,red pepper square,RED CHILLI,0.8558712
9524,amaretto almond syrup,ALMOND MILK,0.8674041
9525,campbell right,EMMENTAL,0.84319806
9530,cheese salsa dip,CHEESE SEMIHARD,0.8217381
9534,vegetable know carrot cube green bean,GREEN BEAN,0.8281798
9535,pork butt chop,PORK SAUSAGE,0.89684355
9536,giardiniera cauliflower,CAULIFLOWER,0.89322275
9537,noilly prat,QUINOA,0.8559089
9540,guava jam,GUAVA,0.85410315
9541,ordinary white bread,BREAD PLAIN,0.83618504
9543,sugar cooky,BEET SUGAR,0.8725608
9544,egg noodle wheat,EGG PASTA,0.8321607
9545,sunflower oil canola,SUNFLOWER OIL,0.9436767
9546,sesame oil canola,SESAME SEED,0.89560074
9547,orange juice concentrate great,ORANGE JUICE,0.8529207
9548,sirloin steak one,BEEF WITH BONE,0.8296399
9551,raspberry red wine vinegar,WINE RED,0.82039094
9552,psyllium oat bran,SORGHUM FLOUR,0.81058204
9554,beef gravy consomme,BEEF WITH BONE,0.8695253
9555,cheddar cheese dip,CHEESE SEMIHARD,0.8549581
9556,beurre manie butter,BUTTER,0.87772834
9559,too gourmet time stawberry lemonade mix,CRANBERRY JUICE,0.8568258
9561,fruit raisin cranberry,CRANBERRY JUICE,0.909254
9562,beef loin sirloin roast,BEEF WITH BONE,0.8291471
9564,beef strip steak,BEEF WITH BONE,0.88985807
9567,steak beef,BEEF WITH BONE,0.9094791
9569,milk lemon juice,CRANBERRY JUICE,0.8123464
9570,center beef tenderoin roast,BEEF WITH BONE,0.81749415
9573,coarsley corn chip,CORNFLAKES CEREAL,0.86940676
9574,barley flour oat,SORGHUM FLOUR,0.88530344
9577,beef tenderloin crosswise,BEEF WITH BONE,0.8514737
9579,wei egg noodle,EGG PASTA,0.8803196
9580,beef rib fine,BEEF WITH BONE,0.8723296
9584,salt pepper this,PEPPER,0.814772
9585,chipolata beef sausage,PORK SAUSAGE,0.8649682
9593,tea green,COFFEE GREEN,0.84604174
9594,tomato soup calorie,TOMATO CHOP,0.8750435
9597,butter cracker crumb,FLAVOR CRACKER,0.82117593
9598,chocolate hershey syrup,HAZELNUT CHOCOLATE,0.9187113
9600,beef chunk roast,PORK SAUSAGE,0.85678333
9601,bean medley,BEAN,0.8632401
9602,using pepper,PEPPER,0.91196036
9606,semolina meal,CELERY,0.820418
9608,saltine cracker square,WHOLEGRAIN CRACKER,0.8492822
9610,lebanese flat bread,BREAD PLAIN,0.81438607
9616,jiffy cornmeal mix,CORNFLAKES CEREAL,0.85424364
9619,lemon puree,LEMON,0.88391733
9620,beef rib rack,BEEF WITH BONE,0.90846014
9621,apple wood chip,APPLE,0.8857502
9622,vanilla liquid coffee creamer,COFFEE POWDER,0.8356386
9623,gravenstein apple,APPLE,0.910498
9628,grate orange,ORANGE,0.91770875
9630,carl buddig beef meat,BEEF WITH BONE,0.8721035
9632,oreo double delight chocolate,CHOCOLATE CREAM COOKY,0.8597514
9634,ramen noodle beef,BEEF WITH BONE,0.8140411
9637,margarine by spraying,MARGARINE,0.85937077
9638,pepperidge,PEPPER,0.87343657
9644,sesame dressing kraft,SESAME SEED,0.8307747
9652,fajita marinade,GRANA PADANO,0.8369204
9660,beef stock pork,PORK SAUSAGE,0.8784749
9665,extra beef sirloin,BEEF WITH BONE,0.8243091
9669,peach apricot jam,CRANBERRY JUICE,0.8506351
9674,course breadcrumb,BREAD WHOLE,0.9000905
9678,red decorating gel,WINE RED,0.85903263
9679,boston pork bean,PORK HAM,0.8543271
9684,roast beef blade,BEEF WITH BONE,0.8432915
9685,ghiradelli milk chocolate chip,MILK CHOCOLATE,0.9000468
9686,squeeze orange juice,ORANGE JUICE,0.9508858
9692,green giant vegetable,GREEN BEAN,0.8901241
9700,tone beef base,BEEF WITH BONE,0.8541335
9701,tone,QUORN,0.8620942
9702,no sugar,SOLE FROZEN,0.82148445
9703,garlic season,GARLIC,0.88038945
9704,venison sausage beef,PORK SAUSAGE,0.8798074
9705,provini veal,CELERY,0.8344273
9707,fish fillet skin,FISH STICK,0.886214
9722,beef sirloin roast,BEEF WITH BONE,0.8258527
9724,orange juice mango,MANGO JUICE,0.8771845
9728,cranberry beer,CRANBERRY JUICE,0.8889409
9738,beef stewing meat,BEEF WITH BONE,0.87149405
9741,cheese ranch dressing,CHEESE SEMIHARD,0.87507355
9744,green paste food coloring,GREEN BEAN IN CAN,0.8425115
9752,dark chocolate chunk cocopolo,DARK CHOCOLATE,0.88765526
9755,franco american beef gravy,BEEF WITH BONE,0.8158004
9757,cheese soup chicken,CHICKEN WITH BONE,0.85181296
9759,soy grit,SOY MEAL,0.91198087
9760,cranberry jell o gelatin,CRANBERRY JUICE,0.89600873
9766,gluten flour bean,MUNG BEAN FLOUR,0.9451822
9768,beer may,BEER IN GLASS,0.81758916
9776,zapple butter,BUTTER,0.9029497
9777,sauvignon wine red,WINE RED,0.8882824
9785,beef stock mix,BEEF WITH BONE,0.8386643
9789,apricot jam pineapple,PINEAPPLE JUICE,0.862362
9790,beef sirlion roast,BEEF WITH BONE,0.8429605
9799,graham wafer crust,GRAHAM FLOUR,0.8517715
9800,marrow beef,BEEF WITH BONE,0.88927555
9802,chevre cheese garlic,CHEESE SEMIHARD,0.8259086
9806,gravy beef stock,BEEF WITH BONE,0.87815034
9810,sugar pumpkin puree,BEET SUGAR,0.8491973
9815,beef pocket roast,BEEF WITH BONE,0.8584377
9818,bun bread,BREAD WHOLE,0.88011396
9822,campbell pork sauce,PORK SAUSAGE,0.8803456
9825,butter pea,BUTTER,0.8374766
9829,fruit pear lengthwise,PEAR JUICE,0.8756653
9830,kamut oat flour,MILLET FLOUR,0.9245785
9832,red gel,WINE RED,0.8800706
9833,tbsp kamut flour,MILLET FLOUR,0.8983173
9834,trim beef rib eye roast,BEEF WITH BONE,0.833247
9835,apricot mixture fruit,APRICOT,0.8994227
9839,tasting yeast,YEAST LIQUID,0.8691222
9840,wheat bread pita,WHOLE WHEAT FLOUR,0.8899057
9848,balsamic vinegar red wine,WINE RED,0.86065847
9850,pasta wide egg noodle,EGG PASTA,0.92089635
9860,rapidmix yeast,YEAST COMPRESS,0.8158384
9861,campbell beef gravy,BEEF WITH BONE,0.86397845
9863,animal bacon grease,BACON,0.891591
9866,kamut,QUORN,0.86663526
9868,apple juice green grocer,APPLE JUICE,0.81797886
9869,beef bouillon base,BEEF WITH BONE,0.8732228
9873,beef ribeye roast,BEEF WITH BONE,0.85246515
9877,kikkoman teriyaki baste pineapple,PINEAPPLE JUICE,0.88892484
